operation_id,date_id,entity_id,bu_id,bu_name,kpi_id,geo_id,revenue,cost,quantity,duration_days,status,perf_score
OP0008008,20221028,ENT005,BU001,AeroMRO,KPI005,GEO005,80847.66,51483.21,2,13,Terminé,49.8
OP0008009,20221028,ENT006,BU001,AeroMRO,KPI002,GEO002,92708.17,64331.75,4,9,Terminé,51.2
OP0008010,20221028,ENT011,BU002,FinServ Risk,KPI007,GEO008,290030.58,119236.1,1,4,Terminé,63.9
OP0008011,20221028,ENT011,BU002,FinServ Risk,KPI010,GEO008,391260.23,133468.68,1,26,Terminé,98.9
OP0008012,20221028,ENT011,BU002,FinServ Risk,KPI007,GEO008,122764.03,56779.93,2,3,Terminé,91.4
OP0008013,20221028,ENT011,BU002,FinServ Risk,KPI010,GEO008,183654.14,76957.89,1,15,Terminé,79.6
OP0008014,20221028,ENT013,BU002,FinServ Risk,KPI012,GEO010,323311.73,99597.79,1,17,Terminé,91.5
OP0008015,20221028,ENT009,BU002,FinServ Risk,KPI008,GEO006,328930.09,172765.13,1,14,Terminé,66.1
OP0008016,20221028,ENT014,BU003,MedOps,KPI018,GEO011,50590.3,37757.98,8,11,En cours,41.8
OP0008017,20221028,ENT016,BU003,MedOps,KPI017,GEO011,78702.85,54055.11,15,7,Terminé,50.1
OP0008018,20221028,ENT016,BU003,MedOps,KPI015,GEO011,72522.42,62833.61,7,18,Terminé,21.4
OP0008019,20221028,ENT016,BU003,MedOps,KPI016,GEO011,42606.21,30510.56,10,11,Terminé,46.8
OP0008020,20221028,ENT015,BU003,MedOps,KPI017,GEO012,37629.2,26349.64,8,12,Terminé,49.9
OP0008021,20221028,ENT015,BU003,MedOps,KPI014,GEO012,49443.47,36247.45,7,19,Terminé,29.2
OP0008022,20221028,ENT018,BU003,MedOps,KPI014,GEO014,74873.01,54641.5,25,10,Terminé,48.6
OP0008023,20221028,ENT017,BU003,MedOps,KPI018,GEO013,77838.79,63792.32,12,5,Terminé,26.9
OP0008024,20221028,ENT019,BU003,MedOps,KPI016,GEO015,35747.4,29612.27,13,11,Terminé,35.5
OP0008025,20221029,ENT001,BU001,AeroMRO,KPI006,GEO001,106147.81,71804.98,1,7,Terminé,57.1
OP0008026,20221029,ENT003,BU001,AeroMRO,KPI004,GEO003,116898.58,66647.74,1,8,Terminé,77.8
OP0008027,20221029,ENT005,BU001,AeroMRO,KPI002,GEO005,96440.69,65600.22,2,2,En cours,40.1
OP0008028,20221029,ENT007,BU001,AeroMRO,KPI002,GEO001,87911.65,64919.71,2,2,Terminé,46.3
OP0008029,20221029,ENT005,BU001,AeroMRO,KPI003,GEO005,127114.14,82010.4,3,5,Terminé,60.6
OP0008030,20221029,ENT011,BU002,FinServ Risk,KPI008,GEO008,369235.96,145028.49,2,16,Terminé,81.7
OP0008031,20221029,ENT011,BU002,FinServ Risk,KPI011,GEO008,363416.96,104795.85,1,18,Terminé,83.6
OP0008032,20221029,ENT009,BU002,FinServ Risk,KPI009,GEO006,163379.85,59381.14,1,11,Terminé,76.9
OP0008033,20221029,ENT016,BU003,MedOps,KPI018,GEO011,49323.91,38582.77,4,2,Terminé,31.1
OP0008034,20221030,ENT002,BU001,AeroMRO,KPI005,GEO002,80051.14,64969.42,8,7,Annulé,30.5
OP0008035,20221030,ENT004,BU001,AeroMRO,KPI001,GEO004,109259.14,80348.07,5,5,Terminé,36.6
OP0008036,20221030,ENT005,BU001,AeroMRO,KPI004,GEO005,130588.98,88263.03,3,15,Terminé,48.9
OP0008037,20221030,ENT001,BU001,AeroMRO,KPI005,GEO001,89006.28,62011.05,1,11,Annulé,30.6
OP0008038,20221030,ENT002,BU001,AeroMRO,KPI006,GEO002,87532.39,54898.07,4,15,Terminé,58.2
OP0008039,20221030,ENT004,BU001,AeroMRO,KPI002,GEO004,92069.6,70791.81,2,10,En cours,26.1
OP0008040,20221030,ENT007,BU001,AeroMRO,KPI002,GEO001,87327.12,65517.87,1,9,En cours,39.2
OP0008041,20221030,ENT011,BU002,FinServ Risk,KPI010,GEO008,324540.48,184959.8,3,30,Terminé,71.9
OP0008042,20221030,ENT014,BU003,MedOps,KPI013,GEO011,50911.72,38165.65,12,17,Terminé,31.6
OP0008043,20221030,ENT016,BU003,MedOps,KPI014,GEO011,46966.1,31134.42,8,16,Terminé,60.0
OP0008044,20221030,ENT017,BU003,MedOps,KPI014,GEO013,47688.72,37755.57,12,1,Terminé,31.9
OP0008045,20221030,ENT014,BU003,MedOps,KPI013,GEO011,35271.47,25465.86,12,15,Annulé,48.0
OP0008046,20221030,ENT015,BU003,MedOps,KPI013,GEO012,52235.05,41551.08,4,2,En cours,41.5
OP0008047,20221030,ENT019,BU003,MedOps,KPI015,GEO015,33476.15,27411.79,14,5,Terminé,16.8
OP0008048,20221031,ENT006,BU001,AeroMRO,KPI003,GEO002,111676.4,74906.2,1,9,Terminé,43.7
OP0008049,20221031,ENT006,BU001,AeroMRO,KPI001,GEO002,119096.35,87778.86,2,7,Terminé,40.0
OP0008050,20221031,ENT004,BU001,AeroMRO,KPI006,GEO004,56436.26,38090.86,1,12,Terminé,50.3
OP0008051,20221031,ENT004,BU001,AeroMRO,KPI001,GEO004,115504.94,71748.54,3,14,Terminé,63.4
OP0008052,20221031,ENT007,BU001,AeroMRO,KPI006,GEO001,96205.91,62395.4,3,8,Annulé,59.8
OP0008053,20221031,ENT006,BU001,AeroMRO,KPI005,GEO002,97051.56,65975.43,5,11,Terminé,52.5
OP0008054,20221031,ENT001,BU001,AeroMRO,KPI004,GEO001,67741.95,48630.91,4,7,Terminé,34.0
OP0008055,20221031,ENT004,BU001,AeroMRO,KPI003,GEO004,46425.21,28666.83,2,14,Terminé,64.0
OP0008056,20221031,ENT007,BU001,AeroMRO,KPI004,GEO001,73980.96,52771.15,1,8,Terminé,45.8
OP0008057,20221031,ENT012,BU002,FinServ Risk,KPI011,GEO009,186126.77,52284.3,1,24,Terminé,81.1
OP0008058,20221031,ENT012,BU002,FinServ Risk,KPI008,GEO009,86909.43,34693.63,2,7,Terminé,81.7
OP0008059,20221031,ENT010,BU002,FinServ Risk,KPI007,GEO007,243282.9,89111.85,1,1,Terminé,93.1
OP0008060,20221031,ENT010,BU002,FinServ Risk,KPI008,GEO007,318030.55,161830.84,1,6,Annulé,71.6
OP0008061,20221031,ENT016,BU003,MedOps,KPI014,GEO011,62076.12,45091.23,1,13,Terminé,52.9
OP0008062,20221031,ENT016,BU003,MedOps,KPI014,GEO011,36939.13,25526.23,15,15,Terminé,42.9
OP0008063,20221031,ENT019,BU003,MedOps,KPI014,GEO015,50758.28,39251.57,12,5,En cours,35.2
OP0008064,20221101,ENT005,BU001,AeroMRO,KPI001,GEO005,113120.28,83440.37,3,14,Terminé,55.0
OP0008065,20221101,ENT005,BU001,AeroMRO,KPI006,GEO005,106554.83,81367.64,5,2,Terminé,44.5
OP0008066,20221101,ENT003,BU001,AeroMRO,KPI006,GEO003,99658.63,66373.09,7,6,Terminé,50.3
OP0008067,20221101,ENT002,BU001,AeroMRO,KPI004,GEO002,66554.3,47043.49,2,2,Terminé,37.7
OP0008068,20221101,ENT003,BU001,AeroMRO,KPI004,GEO003,69597.32,47761.2,3,14,Terminé,36.8
OP0008069,20221101,ENT008,BU002,FinServ Risk,KPI007,GEO006,25826.47,10345.44,1,30,Annulé,87.2
OP0008070,20221101,ENT008,BU002,FinServ Risk,KPI012,GEO006,213205.17,82939.21,1,23,Terminé,82.9
OP0008071,20221101,ENT008,BU002,FinServ Risk,KPI010,GEO006,371318.24,174419.79,1,23,En cours,74.2
OP0008072,20221101,ENT009,BU002,FinServ Risk,KPI010,GEO006,380316.57,142696.76,1,1,Terminé,84.2
OP0008073,20221101,ENT008,BU002,FinServ Risk,KPI008,GEO006,208892.09,85423.06,2,13,Terminé,74.6
OP0008074,20221101,ENT018,BU003,MedOps,KPI018,GEO014,22603.26,17819.27,15,7,Terminé,22.3
OP0008075,20221101,ENT017,BU003,MedOps,KPI015,GEO013,58299.04,45830.28,16,20,Terminé,23.9
OP0008076,20221101,ENT018,BU003,MedOps,KPI014,GEO014,31296.08,26763.95,7,8,Terminé,23.2
OP0008077,20221101,ENT018,BU003,MedOps,KPI017,GEO014,64936.42,43387.65,10,7,Terminé,57.0
OP0008078,20221102,ENT001,BU001,AeroMRO,KPI005,GEO001,58787.96,38212.16,1,4,Terminé,45.8
OP0008079,20221102,ENT012,BU002,FinServ Risk,KPI010,GEO009,166920.66,71563.32,1,16,Terminé,73.6
OP0008080,20221102,ENT010,BU002,FinServ Risk,KPI010,GEO007,204705.25,75438.47,2,8,En retard,80.2
OP0008081,20221102,ENT013,BU002,FinServ Risk,KPI011,GEO010,224202.11,56664.09,1,30,Terminé,100.0
OP0008082,20221102,ENT013,BU002,FinServ Risk,KPI010,GEO010,267893.78,121868.57,1,28,Terminé,77.4
OP0008083,20221102,ENT009,BU002,FinServ Risk,KPI008,GEO006,345379.58,119520.19,2,1,En cours,81.4
OP0008084,20221102,ENT008,BU002,FinServ Risk,KPI010,GEO006,254115.37,89316.42,1,23,Terminé,77.5
OP0008085,20221102,ENT019,BU003,MedOps,KPI016,GEO015,46999.71,33702.82,15,14,Terminé,43.6
OP0008086,20221102,ENT018,BU003,MedOps,KPI014,GEO014,70246.22,54968.34,12,10,Terminé,39.1
OP0008087,20221103,ENT003,BU001,AeroMRO,KPI003,GEO003,97772.51,70168.88,2,15,En cours,25.5
OP0008088,20221103,ENT002,BU001,AeroMRO,KPI006,GEO002,81903.13,56067.35,1,9,Terminé,41.2
OP0008089,20221103,ENT003,BU001,AeroMRO,KPI001,GEO003,80424.96,58411.98,5,2,En cours,44.2
OP0008090,20221103,ENT006,BU001,AeroMRO,KPI006,GEO002,75862.43,49936.97,3,12,Terminé,52.8
OP0008091,20221103,ENT001,BU001,AeroMRO,KPI005,GEO001,95909.18,62689.93,4,8,Terminé,55.2
OP0008092,20221103,ENT001,BU001,AeroMRO,KPI003,GEO001,79308.14,45747.36,1,12,Terminé,73.3
OP0008093,20221103,ENT007,BU001,AeroMRO,KPI001,GEO001,53338.57,40486.71,1,7,Terminé,32.7
OP0008094,20221103,ENT001,BU001,AeroMRO,KPI005,GEO001,79715.62,62731.27,3,14,Terminé,33.9
OP0008095,20221103,ENT002,BU001,AeroMRO,KPI002,GEO002,68503.08,48727.45,1,9,En cours,42.8
OP0008096,20221103,ENT011,BU002,FinServ Risk,KPI012,GEO008,198910.0,79503.18,1,7,Terminé,89.9
OP0008097,20221103,ENT013,BU002,FinServ Risk,KPI012,GEO010,92899.23,39727.23,2,24,Terminé,91.0
OP0008098,20221103,ENT009,BU002,FinServ Risk,KPI009,GEO006,119226.18,48366.34,1,29,Terminé,78.1
OP0008099,20221103,ENT013,BU002,FinServ Risk,KPI008,GEO010,316365.74,81301.86,1,13,Terminé,100.0
OP0008100,20221103,ENT015,BU003,MedOps,KPI013,GEO012,50597.05,37382.98,6,3,Annulé,38.5
OP0008101,20221103,ENT014,BU003,MedOps,KPI018,GEO011,44836.19,34574.8,13,2,Terminé,36.8
OP0008102,20221103,ENT018,BU003,MedOps,KPI017,GEO014,57988.52,39051.09,6,19,Terminé,58.8
OP0008103,20221103,ENT018,BU003,MedOps,KPI016,GEO014,44254.0,34111.29,1,17,Terminé,40.9
OP0008104,20221103,ENT014,BU003,MedOps,KPI015,GEO011,72875.33,55273.27,12,18,Annulé,51.5
OP0008105,20221104,ENT002,BU001,AeroMRO,KPI005,GEO002,103614.58,64210.08,1,12,En retard,64.4
OP0008106,20221104,ENT002,BU001,AeroMRO,KPI003,GEO002,126033.41,89441.73,4,13,Annulé,42.2
OP0008107,20221104,ENT008,BU002,FinServ Risk,KPI009,GEO006,327396.82,141328.2,1,18,En cours,79.7
OP0008108,20221104,ENT012,BU002,FinServ Risk,KPI008,GEO009,200738.99,61700.1,2,20,Terminé,100.0
OP0008109,20221104,ENT012,BU002,FinServ Risk,KPI012,GEO009,329823.49,110226.51,2,8,Terminé,100.0
OP0008110,20221104,ENT010,BU002,FinServ Risk,KPI012,GEO007,313485.79,172989.55,1,8,Terminé,57.0
OP0008111,20221104,ENT011,BU002,FinServ Risk,KPI010,GEO008,270510.55,91533.35,1,3,Terminé,91.9
OP0008112,20221104,ENT011,BU002,FinServ Risk,KPI010,GEO008,244461.48,111730.15,1,6,Terminé,73.9
OP0008113,20221104,ENT013,BU002,FinServ Risk,KPI007,GEO010,273819.88,131397.92,1,17,Terminé,74.4
OP0008114,20221104,ENT014,BU003,MedOps,KPI014,GEO011,63825.74,57264.96,14,5,Terminé,27.2
OP0008115,20221104,ENT017,BU003,MedOps,KPI017,GEO013,33460.97,25822.96,10,3,Terminé,44.0
OP0008116,20221104,ENT018,BU003,MedOps,KPI015,GEO014,60460.27,49515.09,22,15,En cours,25.3
OP0008117,20221104,ENT016,BU003,MedOps,KPI016,GEO011,69640.6,55562.86,21,1,En cours,39.9
OP0008118,20221104,ENT019,BU003,MedOps,KPI014,GEO015,64461.16,52187.86,16,3,En retard,44.5
OP0008119,20221104,ENT014,BU003,MedOps,KPI013,GEO011,43149.32,31176.95,20,12,Terminé,27.6
OP0008120,20221104,ENT015,BU003,MedOps,KPI018,GEO012,54169.06,41193.9,11,8,Terminé,51.4
OP0008121,20221105,ENT005,BU001,AeroMRO,KPI004,GEO005,110529.08,76077.66,2,9,Annulé,41.8
OP0008122,20221105,ENT005,BU001,AeroMRO,KPI004,GEO005,94690.78,66199.67,1,11,Terminé,54.3
OP0008123,20221105,ENT002,BU001,AeroMRO,KPI001,GEO002,121330.87,82861.69,3,10,Terminé,39.2
OP0008124,20221105,ENT008,BU002,FinServ Risk,KPI012,GEO006,314453.12,155308.82,1,10,Terminé,72.9
OP0008125,20221105,ENT011,BU002,FinServ Risk,KPI011,GEO008,270338.36,140100.22,1,8,Terminé,70.8
OP0008126,20221105,ENT011,BU002,FinServ Risk,KPI012,GEO008,205371.82,86514.89,1,28,Terminé,84.4
OP0008127,20221105,ENT008,BU002,FinServ Risk,KPI012,GEO006,190108.89,78031.96,1,4,Terminé,79.7
OP0008128,20221105,ENT017,BU003,MedOps,KPI016,GEO013,60198.84,51220.6,13,16,Terminé,25.5
OP0008129,20221105,ENT014,BU003,MedOps,KPI017,GEO011,61525.15,50922.17,16,16,Terminé,35.7
OP0008130,20221106,ENT007,BU001,AeroMRO,KPI002,GEO001,66554.02,40500.76,3,12,Terminé,61.0
OP0008131,20221106,ENT007,BU001,AeroMRO,KPI002,GEO001,109096.09,77862.31,5,8,Annulé,43.3
OP0008132,20221106,ENT004,BU001,AeroMRO,KPI005,GEO004,102626.85,63619.59,2,10,Annulé,41.0
OP0008133,20221106,ENT013,BU002,FinServ Risk,KPI009,GEO010,251754.82,94248.43,1,1,Terminé,94.5
OP0008134,20221106,ENT013,BU002,FinServ Risk,KPI010,GEO010,287233.92,106446.69,1,29,Terminé,87.2
OP0008135,20221106,ENT013,BU002,FinServ Risk,KPI008,GEO010,183349.61,74404.23,1,15,Annulé,89.6
OP0008136,20221106,ENT009,BU002,FinServ Risk,KPI011,GEO006,222141.78,94270.93,1,6,Terminé,76.9
OP0008137,20221106,ENT011,BU002,FinServ Risk,KPI010,GEO008,239696.78,88912.99,1,15,Terminé,96.6
OP0008138,20221106,ENT013,BU002,FinServ Risk,KPI011,GEO010,89896.64,39083.91,1,1,Terminé,88.5
OP0008139,20221106,ENT013,BU002,FinServ Risk,KPI008,GEO010,215441.82,72437.49,1,15,Terminé,92.4
OP0008140,20221106,ENT014,BU003,MedOps,KPI016,GEO011,37453.26,31511.87,4,11,Terminé,29.1
OP0008141,20221106,ENT018,BU003,MedOps,KPI018,GEO014,48189.53,33981.82,11,20,Terminé,42.7
OP0008142,20221106,ENT019,BU003,MedOps,KPI017,GEO015,71295.92,60101.08,14,20,Terminé,27.0
OP0008143,20221107,ENT003,BU001,AeroMRO,KPI005,GEO003,104407.28,78550.76,4,11,Terminé,49.1
OP0008144,20221107,ENT003,BU001,AeroMRO,KPI005,GEO003,82680.22,53946.32,1,10,Terminé,48.3
OP0008145,20221107,ENT003,BU001,AeroMRO,KPI003,GEO003,81007.97,46319.59,3,11,Terminé,70.0
OP0008146,20221107,ENT004,BU001,AeroMRO,KPI002,GEO004,68955.88,54636.95,3,8,Terminé,41.7
OP0008147,20221107,ENT005,BU001,AeroMRO,KPI004,GEO005,86232.07,54034.66,4,8,Terminé,60.9
OP0008148,20221107,ENT005,BU001,AeroMRO,KPI002,GEO005,83778.02,58252.82,2,10,Terminé,41.4
OP0008149,20221107,ENT013,BU002,FinServ Risk,KPI011,GEO010,317852.17,128791.95,1,1,Terminé,90.4
OP0008150,20221107,ENT008,BU002,FinServ Risk,KPI012,GEO006,222177.22,103239.78,1,30,Terminé,76.3
OP0008151,20221107,ENT011,BU002,FinServ Risk,KPI007,GEO008,245110.73,123559.54,2,29,Annulé,68.8
OP0008152,20221107,ENT011,BU002,FinServ Risk,KPI009,GEO008,329128.04,99073.11,1,16,Terminé,76.4
OP0008153,20221107,ENT009,BU002,FinServ Risk,KPI011,GEO006,168011.2,56642.65,2,3,Annulé,87.3
OP0008154,20221107,ENT009,BU002,FinServ Risk,KPI011,GEO006,226017.53,90944.7,1,28,Terminé,84.0
OP0008155,20221107,ENT011,BU002,FinServ Risk,KPI009,GEO008,235999.79,83786.55,2,26,Terminé,98.2
OP0008156,20221107,ENT018,BU003,MedOps,KPI016,GEO014,62487.6,44831.78,10,3,Terminé,35.8
OP0008157,20221107,ENT016,BU003,MedOps,KPI017,GEO011,40324.41,28775.34,12,14,Terminé,46.0
OP0008158,20221107,ENT019,BU003,MedOps,KPI015,GEO015,43188.61,28918.35,5,2,Terminé,57.6
OP0008159,20221108,ENT005,BU001,AeroMRO,KPI002,GEO005,68387.67,52550.1,1,6,Terminé,51.2
OP0008160,20221108,ENT006,BU001,AeroMRO,KPI006,GEO002,96583.03,73043.13,3,4,Terminé,44.5
OP0008161,20221108,ENT004,BU001,AeroMRO,KPI005,GEO004,101412.65,75926.35,2,15,En cours,33.0
OP0008162,20221108,ENT003,BU001,AeroMRO,KPI006,GEO003,85631.22,54799.76,1,9,En retard,66.4
OP0008163,20221108,ENT006,BU001,AeroMRO,KPI002,GEO002,99664.56,71220.72,5,12,Terminé,49.2
OP0008164,20221108,ENT002,BU001,AeroMRO,KPI005,GEO002,124551.55,69041.58,1,5,Terminé,57.9
OP0008165,20221108,ENT008,BU002,FinServ Risk,KPI012,GEO006,197011.94,70164.52,1,29,Terminé,81.4
OP0008166,20221108,ENT013,BU002,FinServ Risk,KPI007,GEO010,353640.53,157406.9,1,3,Terminé,82.7
OP0008167,20221108,ENT011,BU002,FinServ Risk,KPI012,GEO008,214797.98,85751.99,1,2,Terminé,76.5
OP0008168,20221108,ENT009,BU002,FinServ Risk,KPI011,GEO006,148087.73,69967.63,1,25,En retard,74.5
OP0008169,20221108,ENT017,BU003,MedOps,KPI018,GEO013,34886.43,21434.38,10,20,Terminé,61.3
OP0008170,20221108,ENT015,BU003,MedOps,KPI014,GEO012,74108.97,58424.35,7,8,En cours,28.1
OP0008171,20221108,ENT017,BU003,MedOps,KPI017,GEO013,73597.07,59862.55,14,7,En cours,39.8
OP0008172,20221109,ENT006,BU001,AeroMRO,KPI005,GEO002,99189.16,67624.19,3,2,Terminé,46.8
OP0008173,20221109,ENT001,BU001,AeroMRO,KPI001,GEO001,97948.05,70043.22,4,14,Annulé,45.2
OP0008174,20221109,ENT006,BU001,AeroMRO,KPI002,GEO002,79441.76,51365.38,1,2,Annulé,49.2
OP0008175,20221109,ENT007,BU001,AeroMRO,KPI003,GEO001,75082.31,58270.99,1,14,Terminé,45.2
OP0008176,20221109,ENT011,BU002,FinServ Risk,KPI012,GEO008,208480.96,84118.35,1,23,Terminé,70.2
OP0008177,20221109,ENT016,BU003,MedOps,KPI018,GEO011,37228.6,23948.6,11,19,Terminé,65.2
OP0008178,20221109,ENT015,BU003,MedOps,KPI016,GEO012,78249.25,53709.94,8,10,En retard,49.0
OP0008179,20221110,ENT006,BU001,AeroMRO,KPI003,GEO002,86219.31,58866.08,2,9,En cours,40.6
OP0008180,20221110,ENT006,BU001,AeroMRO,KPI001,GEO002,93984.85,63658.35,2,14,Terminé,40.1
OP0008181,20221110,ENT003,BU001,AeroMRO,KPI003,GEO003,100013.76,62320.96,6,8,Annulé,45.8
OP0008182,20221110,ENT005,BU001,AeroMRO,KPI003,GEO005,102454.32,57938.84,1,8,Terminé,57.7
OP0008183,20221110,ENT011,BU002,FinServ Risk,KPI009,GEO008,208444.44,72973.39,1,2,Terminé,78.4
OP0008184,20221110,ENT012,BU002,FinServ Risk,KPI010,GEO009,260893.49,103150.03,1,26,Terminé,100.0
OP0008185,20221110,ENT013,BU002,FinServ Risk,KPI009,GEO010,197656.02,87976.83,1,9,Annulé,85.8
OP0008186,20221110,ENT009,BU002,FinServ Risk,KPI009,GEO006,248976.67,99163.97,3,11,Terminé,75.3
OP0008187,20221110,ENT010,BU002,FinServ Risk,KPI010,GEO007,214392.87,105763.99,1,21,Terminé,76.9
OP0008188,20221110,ENT018,BU003,MedOps,KPI017,GEO014,55217.76,44846.7,13,14,Terminé,36.8
OP0008189,20221110,ENT018,BU003,MedOps,KPI014,GEO014,60679.93,49104.35,10,9,Terminé,34.2
OP0008190,20221110,ENT016,BU003,MedOps,KPI017,GEO011,55865.63,40186.55,17,8,Terminé,51.6
OP0008191,20221110,ENT016,BU003,MedOps,KPI018,GEO011,73526.83,51214.46,13,18,Annulé,55.2
OP0008192,20221110,ENT019,BU003,MedOps,KPI014,GEO015,77983.45,50252.2,11,14,En cours,51.2
OP0008193,20221110,ENT015,BU003,MedOps,KPI016,GEO012,79302.61,47212.45,6,13,En cours,70.0
OP0008194,20221110,ENT018,BU003,MedOps,KPI015,GEO014,48394.2,31886.83,19,8,Terminé,39.5
OP0008195,20221111,ENT007,BU001,AeroMRO,KPI006,GEO001,86249.26,53518.78,3,14,Terminé,69.5
OP0008196,20221111,ENT003,BU001,AeroMRO,KPI005,GEO003,70049.0,51548.61,1,9,Terminé,29.3
OP0008197,20221111,ENT005,BU001,AeroMRO,KPI005,GEO005,119183.52,82708.86,3,6,Terminé,53.6
OP0008198,20221111,ENT007,BU001,AeroMRO,KPI006,GEO001,53194.96,35324.58,1,8,Terminé,46.1
OP0008199,20221111,ENT012,BU002,FinServ Risk,KPI011,GEO009,218264.38,97099.9,1,7,Terminé,75.6
OP0008200,20221111,ENT013,BU002,FinServ Risk,KPI009,GEO010,242001.55,109884.05,1,10,Terminé,62.4
OP0008201,20221111,ENT013,BU002,FinServ Risk,KPI010,GEO010,129103.31,60668.1,1,20,Terminé,70.1
OP0008202,20221111,ENT018,BU003,MedOps,KPI013,GEO014,51670.37,37838.97,3,12,Terminé,56.0
OP0008203,20221112,ENT006,BU001,AeroMRO,KPI003,GEO002,88785.33,65499.95,4,7,En cours,40.9
OP0008204,20221112,ENT010,BU002,FinServ Risk,KPI012,GEO007,234382.82,109595.98,1,2,Terminé,79.1
OP0008205,20221112,ENT012,BU002,FinServ Risk,KPI009,GEO009,115888.85,44989.68,1,13,Terminé,97.3
OP0008206,20221112,ENT013,BU002,FinServ Risk,KPI007,GEO010,282569.07,151172.41,1,2,Terminé,56.9
OP0008207,20221112,ENT010,BU002,FinServ Risk,KPI008,GEO007,141558.41,68076.99,1,30,En retard,59.9
OP0008208,20221112,ENT012,BU002,FinServ Risk,KPI008,GEO009,151820.84,67022.04,1,19,Terminé,87.1
OP0008209,20221112,ENT017,BU003,MedOps,KPI016,GEO013,35452.87,28711.78,13,8,Annulé,15.7
OP0008210,20221112,ENT017,BU003,MedOps,KPI014,GEO013,85408.19,56241.59,14,19,Terminé,62.3
OP0008211,20221112,ENT019,BU003,MedOps,KPI015,GEO015,16226.37,12434.0,16,1,Terminé,47.0
OP0008212,20221112,ENT014,BU003,MedOps,KPI013,GEO011,73692.29,60045.59,10,14,Terminé,35.9
OP0008213,20221112,ENT018,BU003,MedOps,KPI015,GEO014,85611.51,71781.15,8,4,Terminé,37.9
OP0008214,20221112,ENT019,BU003,MedOps,KPI014,GEO015,75784.36,52171.48,11,1,Terminé,45.1
OP0008215,20221112,ENT016,BU003,MedOps,KPI013,GEO011,69307.36,49992.75,8,6,Annulé,52.2
OP0008216,20221112,ENT014,BU003,MedOps,KPI015,GEO011,37362.56,28507.15,8,7,Terminé,47.2
OP0008217,20221112,ENT014,BU003,MedOps,KPI014,GEO011,46268.17,34820.02,1,15,Terminé,39.7
OP0008218,20221113,ENT007,BU001,AeroMRO,KPI006,GEO001,76045.5,53432.6,2,12,Terminé,60.5
OP0008219,20221113,ENT002,BU001,AeroMRO,KPI002,GEO002,47718.14,34255.43,2,14,Terminé,43.5
OP0008220,20221113,ENT010,BU002,FinServ Risk,KPI008,GEO007,233612.16,78790.66,1,3,Terminé,98.8
OP0008221,20221113,ENT013,BU002,FinServ Risk,KPI007,GEO010,197045.5,65690.18,1,4,Terminé,92.7
OP0008222,20221113,ENT013,BU002,FinServ Risk,KPI009,GEO010,168230.1,67520.06,1,19,Terminé,81.9
OP0008223,20221113,ENT009,BU002,FinServ Risk,KPI010,GEO006,281625.26,109153.37,1,12,Terminé,79.2
OP0008224,20221113,ENT011,BU002,FinServ Risk,KPI009,GEO008,363204.59,201588.83,1,5,Terminé,53.6
OP0008225,20221113,ENT013,BU002,FinServ Risk,KPI010,GEO010,308156.63,135783.26,1,29,Terminé,71.9
OP0008226,20221113,ENT013,BU002,FinServ Risk,KPI009,GEO010,219303.68,86057.67,1,4,Terminé,72.9
OP0008227,20221113,ENT018,BU003,MedOps,KPI015,GEO014,63051.51,49894.07,15,16,Terminé,23.2
OP0008228,20221113,ENT015,BU003,MedOps,KPI017,GEO012,74401.3,52442.8,9,12,Terminé,47.6
OP0008229,20221113,ENT016,BU003,MedOps,KPI013,GEO011,50384.98,39064.87,14,9,Terminé,30.9
OP0008230,20221114,ENT004,BU001,AeroMRO,KPI001,GEO004,80127.45,56270.95,1,14,Terminé,38.1
OP0008231,20221114,ENT006,BU001,AeroMRO,KPI001,GEO002,114208.28,71447.66,5,11,Terminé,50.7
OP0008232,20221114,ENT008,BU002,FinServ Risk,KPI007,GEO006,230385.89,86145.57,1,16,Terminé,75.9
OP0008233,20221114,ENT010,BU002,FinServ Risk,KPI009,GEO007,79076.11,32634.12,1,27,Terminé,67.4
OP0008234,20221114,ENT013,BU002,FinServ Risk,KPI008,GEO010,164122.79,61956.34,1,23,Terminé,95.8
OP0008235,20221114,ENT008,BU002,FinServ Risk,KPI010,GEO006,182285.1,97640.75,1,5,Terminé,69.6
OP0008236,20221114,ENT012,BU002,FinServ Risk,KPI007,GEO009,149853.62,83505.35,2,14,Terminé,69.1
OP0008237,20221114,ENT009,BU002,FinServ Risk,KPI010,GEO006,388104.72,190018.22,1,9,Terminé,60.4
OP0008238,20221114,ENT009,BU002,FinServ Risk,KPI007,GEO006,41404.39,13102.25,1,22,Terminé,85.6
OP0008239,20221114,ENT011,BU002,FinServ Risk,KPI009,GEO008,317442.71,106237.63,1,14,Terminé,90.3
OP0008240,20221114,ENT013,BU002,FinServ Risk,KPI008,GEO010,237273.61,88390.02,2,25,Terminé,85.5
OP0008241,20221114,ENT014,BU003,MedOps,KPI014,GEO011,61306.09,45083.5,12,14,Terminé,35.8
OP0008242,20221115,ENT003,BU001,AeroMRO,KPI005,GEO003,121950.57,83066.23,4,3,Terminé,40.9
OP0008243,20221115,ENT007,BU001,AeroMRO,KPI006,GEO001,45430.29,32750.56,1,9,Terminé,48.0
OP0008244,20221115,ENT008,BU002,FinServ Risk,KPI011,GEO006,76262.87,37219.96,1,20,Annulé,74.5
